"Subject";"Class";"Strand";"Strand Unit";"Content Objectives";"Further Information";;;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Forbairt foirme i gcré";"roinnt de na tréithe bunúsacha a bhaineann le saothar tríthoiseach a iniúchadh";"dealbhóireacht shamhlaíoch de phota mhéaraithe a dhearadh (m.sh. ainmhithe nó créatúir andúchasacha)";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Forbairt foirme i gcré";"roinnt de na tréithe bunúsacha a bhaineann le saothar tríthoiseach a iniúchadh";;;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Forbairt foirme i gcré";"triail a bhaint as líne";" as cruth";" as uigeacht agus as gréas a úsáid i rilíf íseal agus an teicníocht a fhorbairt";"i ndealbhóireacht neamhléiritheach nó i ndealbhóireacht bunaithe ar théama (m.sh. uisce báistí ag sileadh isteach i sruthán";" geallta bád)";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Forbairt foirme i gcré";"struchtúr samhlaíoch leac a thógáil";"struchtúr coimpléascach le hiliomad spásanna a dhéanamh (m.sh. teach a fairsingíodh)";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Forbairt foirme i gcré";"obair airgtheach léiritheach a dhéanamh le papier maché";"maisc";" cinn nó samhlacha papier maché a dhearadh chun scéalta";" dánta";" amhráin agus féilte a léiriú";;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"liathróid bheag chré a fháisceadh";" a tharraingt";" a bhrú";" a phriocadh agus a rolladh";;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"píosaí a tharraingt as an gcré agus iad a chur le chéile arís chun foirmeacha a dhéanamh leo a bheadh éagsúil ó thaobh méid agus a mbeadh comhrianta simplí snite orthu";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"an meán a úsáid go lánléiritheach agus foirm liathróide bige cré á hathrú";"ainmhithe nó éin";" réalaíocha nó samhailteacha";" a dhéanamh agus iad a chríochnú le huigeacht dromchla nó le maisíochtaí greanta ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"an meán a úsáid go lánléiritheach agus foirm liathróide bige cré á hathrú";"dealbha urrúnta cré bunaithe ar scéalta";" ar dhánta";" ar amhráin";" ar cheol agus ar dhrámaíocht a dhéanamh";;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"oibriú go cruthaitheach le bloic chiúbacha nó dhronuilleacha chré agus mionrudaí a chur leo chun struchtúr daingean a chur in iúl";"teach a dhearadh agus a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"oibriú go cruthaitheach le bloic chiúbacha nó dhronuilleacha chré agus mionrudaí a chur leo chun struchtúr daingean a chur in iúl";"cnuasach d'fhoirgnimh éagsúla a dhearadh agus a dhéanamh chun baile mór a chur in iúl";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"potaireacht shimplí a dhéanamh";"pota méaraithe nó pota cornánach a dhearadh agus a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"potaireacht shimplí a dhéanamh";"é a chríochnú le maisíocht ghreanta nó péint agus vearnais a chur air nuair a bheadh sé tirim";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a thástáil agus a fhorbairt i gcré";"leaca cré a mhaisiú le gréasa de chornaí agus millíní beaga cré ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a thástáil agus a fhorbairt i gcré";"tástáil a dhéanamh le maisíochtaí uigeacha ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a thástáil agus a fhorbairt i gcré";"obair a dhéanamh i rilíf íseal ar leaca beaga tiubha cré";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"liathróid bheag chré a fháisceadh";" a tharraingt";" a bhrú";" a phriocadh";" a rolladh agus a atógáil ";;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"píosaí a tharraingt as an gcré agus iad a chur le chéile arís gan cheangal sofheicthe";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as foirmeacha neamhléiritheacha ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"buanna cré mar mheán le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as cuid de na foirmeacha a chothromú";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"potaí simplí cré a dhéanamh";"pota méaraithe nó pota cornánach a dhearadh agus a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"potaí simplí cré a dhéanamh";"é a chríochnú le maisíochtaí greanta";" le dearadh corna is millín nó é a phéinteáil nuair a bheadh sé tirim ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"potaí simplí cré a dhéanamh";"ainmhithe samhalta a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"an meán a úsáid go léiritheach agus le mionsonraí samhalta chun dealbha urrúnta cré a chruthú";"bunaithe ar scéalta agus ar dhánta";" ar amhráin";" ar cheol";" ar dhrámaíocht";;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"obair airgtheach lánléiritheach a dhéanamh le ciúbanna nó le bloic dhronuilleacha cré";"struchtúr bunaithe ar théama (m.sh. teach le haghaidh úsáide speisialta) a dhearadh agus a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"obair airgtheach lánléiritheach a dhéanamh le ciúbanna nó le bloic dhronuilleacha cré";"struchtúir neamhléiritheacha (foirmeacha comhchothromaithe agus cónasctha mar shampla) a dhearadh agus a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a fhorbairt i gcré";"leaca cré a mhaisiú le dearthaí corna is millín i líne";" i gcruth agus i ngréas nó le maisíochtaí uigeachta ";;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a fhorbairt i gcré";"dealbha simplí i rilíf íseal a dhéanamh";" ag cur cruth agus claonchruth san áireamh (m.sh. chun eachtraí i scéalta";" i ndánta agus in amhráin a léiriú) ";;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a fhorbairt i gcré";"píosaí beaga de sheodra greanta a dhéanamh ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"líne";" cruth";" uigeacht agus gréas a fhorbairt i gcré";"(m.sh. boinn";" siogairlíní)";;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"oibriú go hairgtheach léiritheach le papier maché";"maisc papier maché a dhearadh agus a dhéanamh chun scéalta";" dánta";" amhráin nó féilte a léiriú ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Forbairt foirme i gcré";"oibriú go hairgtheach léiritheach le papier maché";"cinn papier maché andúchasacha a dhearadh agus a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Cré";"Breathnú agus freagairt";"rudaí le foirmeacha snítheacha a bhreathnú";" a láimhsiú agus a phlé";"foirmeacha nádúrtha a mhothú agus a láimhsiú (m.sh. clocha sleamhna";" píosaí de ghéaga sleamhna crainn";" torthaí oiriúnacha)";;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus píosaí simplí potaireachta a bhreathnú";" a láimhsiú agus a phlé";"cur síos ar an bhfoirm chré";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus píosaí simplí potaireachta a bhreathnú";" a láimhsiú agus a phlé";"na hábhair agus na huirlisí a úsáideadh ";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus píosaí simplí potaireachta a bhreathnú";" a láimhsiú agus a phlé";"mar a thaitin sé leis/léi an chré a láimhsiú ";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus píosaí simplí potaireachta a bhreathnú";" a láimhsiú agus a phlé";"mar a d'oibrigh an ceardaí leis an gcré";" b'fhéidir ";;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus píosaí simplí potaireachta a bhreathnú";" a láimhsiú agus a phlé";"an ghné den fhoirm chré is mó a thaitníonn leis/léi";;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"arraí nádúrtha agus earraí saothraithe aláimhsiú";" a bhreathnú agus a phlé chun taithí a fháil ar fhoirm thríthoiseach";"torthaí";" potaireacht agus giuirléidí tí le foirmeacha spéisiúla";;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"cur síos ar an bhfoirm";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"an taithí ar obair le hábhair ";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"na coibhneasa idir na codanna agus an t-iomlán a anailisiú";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"slite chun codanna a chur le chéile i dtógáil agus chun cothromaíocht a bhaint amach ";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"an rud a bhí ar intinn aige/aici féin nó ag an ealaíontóir a chur in iúl";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"fadhbanna a réitíodh agus an ceann daonna á léirmhíniú i gcré ";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"a s(h)aothar féin";" saothar páistí eile agus saothar dealbhóra";" dealbha rilífe san áireamh (priontaí nó sleamhnáin)";" a bhreathnú agus a phlé";"gnéithe den obair a thugann sásamh";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Cré";"Breathnú agus freagairt";"dearcadh ar mhaisc dheasghnácha";" ar mhaisc agus ar fhíoracha amharclainne sráide";" agus ar photaireacht fheidhmiúil nó mhaisiúil ó chultúir agus amanna difriúla (sleamhnáin nó priontaí) agus iad a phlé";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Breathnú agus freagairt";"earraí nadúrtha nó earraí saothraithe a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar fhoirm thríthoiseach";"púróga";" sliogáin";" buaircíní giúise";" bréagáin bhoga mhúnlaithe nó shnoite";" potaireacht shimplí";;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar dhealbha a chum dealbhóirí cáiliúla a raibh stíleanna difriúla acu (nó sleamhnáin nó priontaí) agus iad a phlé";"cur síos ar an bhfoirm ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar dhealbha a chum dealbhóirí cáiliúla a raibh stíleanna difriúla acu (nó sleamhnáin nó priontaí) agus iad a phlé";"mar a mhothaigh sé bheith ag obair le cré ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar dhealbha a chum dealbhóirí cáiliúla a raibh stíleanna difriúla acu (nó sleamhnáin nó priontaí) agus iad a phlé";"an tslí inar oibrigh an dealbhóir ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar dhealbha a chum dealbhóirí cáiliúla a raibh stíleanna difriúla acu (nó sleamhnáin nó priontaí) agus iad a phlé";"an idé a bhí i gceist aige/aici féin nó ag an dealbhóir a chur in iúl ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar dhealbha a chum dealbhóirí cáiliúla a raibh stíleanna difriúla acu (nó sleamhnáin nó priontaí) agus iad a phlé";"an ghné den saothar is mó a thaitníonn leis/léi";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"earraí nádúrtha nó earraí saothraithe a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar fhoirm thríthoiseach";"potaireacht";" giuirléidí tí agus foirmeacha spéisiúla acu";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"cur síos ar an bhfoirm";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"tréith intuargainte chré ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"mar a bhain sé/sí nó an dealbhóir úsáid as na hábhair ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"an idé a bhí i gceist aige/aici nó ag an dealbhóir a chur in iúl";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"cothromaíocht";" siméadracht agus tionchar foriomlán ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"fadhbanna a d'éirigh agus a réitíodh ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar a s(h)aothar féin";" ar shaothar páistí eile agus ar phíosaí dealbhóireachta fáthaí agus neamhléirithí (sleamhnáin nó priontaí) agus iad a phlé";"an ghné den saothar is mó a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Cré";"Breathnú agus freagairt";"breathnú ar mhaisc dheasghnácha";" ar mhaisc agus fhíoracha amharclainne sráide agus ar photaireacht fheidmiúil agus mhaisiúil (nó ar shleamhnáin nó phriontaí) agus iad a phlé";"babhlaí le dromchlaí maisiúla";" potaireacht bunaithe ar fhoirmeacha ainmhíocha";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"an leagan amach agus an chothromaíocht spásúlach i gcnuasaigh de rudaí agus i ngrianghraif de struchtúir nádúrtha nó de struchtúir a tógadh a bhreathnú";" a iniúchadh agus a phlé";"teach bábóige";" foirgnimh bhréige";" struchtúir a phreabann aníos de sciotán";" neadacha éan";" samhail d'fheirm";" troscán simplí i seomra";" tráidirí sceanra";;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"struchtúir atá insroichte agus sa gharchomharsanacht";" struchtúir amharcspreagúla agus raon de dhéantúsáin choitianta a bhreathnú agus a phlé";"foirgneamh poiblí";" foirgnimh fheirme ";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"struchtúir atá insroichte agus sa gharchomharsanacht";" struchtúir amharcspreagúla agus raon de dhéantúsáin choitianta a bhreathnú agus a phlé";"líon na bpíosaí a úsáideadh chun bord";" luascán nó maide corrach a dhéanamh a mheas";;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos a dhéanamh ar an struchtúr ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"na hábhair agus na huirlisí a roghnaíodh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a cuireadh na píosaí le chéile ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"an ghné den saothar is mó a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"socruithe spásúlachta";" cothromaíochta agus imlíne i gcnuasaigh nó i ngrianghraif de struchtúir nádúrtha nó de struchtúir shaothraithe a bhreathnú";" a iniúchadh agus a phlé";"cinn síl mhóra";" gabhdáin (m.sh. sliogáin mhara bhíseacha) ";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"socruithe spásúlachta";" cothromaíochta agus imlíne i gcnuasaigh nó i ngrianghraif de struchtúir nádúrtha nó de struchtúir shaothraithe a bhreathnú";" a iniúchadh agus a phlé";"ionaid siopadóireachta";" séipéil";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos ar an tógáil ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a chabhraigh na hábhair a roghnaíodh chun a p(h)lean a chur i grích nó a bhacadh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"spásanna";" imlínte";" rithimí a cruthaíodh ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a mhothaíonn sé/sí faoin tógáil";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"samplaí d'fhoirgnimh shuntasacha a tógadh san am atá thart in áiteanna éagsúla ar fud an domhain agus samplaí d'ailtireacht";" de dhealbhóireacht d'innealtóireacht agus de dhearadh comhaimseartha a bhreathnú agus a phlé";"samhail nó plean d'fhoirgneamh ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Tógáil";"Breathnú agus freagairt";"samplaí d'fhoirgnimh shuntasacha a tógadh san am atá thart in áiteanna éagsúla ar fud an domhain agus samplaí d'ailtireacht";" de dhealbhóireacht d'innealtóireacht agus de dhearadh comhaimseartha a bhreathnú agus a phlé";"samhailteach a dhéanamh";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"cnuasaigh nó grianghraif de struchtúir nádúrtha nó de struchtúir thógtha a bhreathnú agus socruithe spásúlacha";" cothromaíocht";" imlíne agus an coibhneas idir na spásanna a cruthaíodh agus an t-iomlán a imscrúdú";"gnáthóga ainmhithe tocailteacha";" túir";;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar fein agus saothar páistí eile a bhreathnú agus a phlé";"cur síos ar an struchtúr ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar fein agus saothar páistí eile a bhreathnú agus a phlé";"na hábhair agus na huirlisí a roghnaíodh agus roghanna eile ab fhéidir a dhéanamh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar fein agus saothar páistí eile a bhreathnú agus a phlé";"mar a eagraíodh na spásanna ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar fein agus saothar páistí eile a bhreathnú agus a phlé";"mar a baineadh amach cothromaíocht ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar fein agus saothar páistí eile a bhreathnú agus a phlé";"an idé a bhí in aigne aige/aici a léiriú ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar fein agus saothar páistí eile a bhreathnú agus a phlé";"an ghné den obair is mó a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Tógáil";"Breathnú agus freagairt";"coimpléasc áitiúil";" foirgneamh cáiliúil agus lámhdhéantúsáin amharcspreagúla (nó sleamhnáin nó priontaí díobh) a bhreathnú agus a phlé";"lárionad siopadóireachta";" scioból feirme";" an scoil";" caisleán";" bréagáin";" innill";" troscán áit súgartha";;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"cnuasaigh nó grianghraif de struchtúir nádúrtha agus de struchtúir thógtha a bhreathnú agus na socruithe spásúlacha";" cothromaíochta agus imlíne a iniúchadh";"cíor mheala";" droichid";" ceap árasán";" tithe feirme";;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos ar an struchtúr ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"na hábhair agus na huirlisí a roghnaíodh don tasc";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"leagan amach agus feidhmeanna na spásanna a cruthaíodh";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a baineadh cothromaíocht amach ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Tógáil";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a réitíodh fadhbanna tógála agus aeistéitiúla ";;;;;;;;;;;
